bear,--,transport,ski,fish,panel,recommend,snowboard,employ,grizzli,TargetClass
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,career-services
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,winter-canada
0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,black-bear-attack
0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,canada-transportation-roads
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,health-services
0.015,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,winter-canada
0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.126,0.0,co-op
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,career-services
0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.056,0.0,career-services
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,career-services
0.0,0.006,0.248,0.0,0.005,0.0,0.0,0.0,0.0,0.0,canada-transportation-roads
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,co-op
